"Hermite4thOrder_time","Hermite4thOrder_energyChange"
149516720,0.0002783685485
149699280,0.0002778570055
149881840,0.0002773014085
150064400,0.0002773212474
150246960,0.0002777298041
150429520,0.0002785306335
150612080,0.0002798129061
150794640,0.0002806216635
150977200,0.0002801668998
151159760,0.0002797258227
151342320,0.0002797530001
151524880,0.0002801505619
151707440,0.0002809376471
151890000,0.0002820985928
152072560,0.0002827191271
152255120,0.0002823889711
152437680,0.0002820471923
152620240,0.00028210915
152802800,0.0002825418058
152985360,0.0002833112544
153167920,0.0002842910136
153350480,0.0002847841621
153533040,0.0002844766339
153715600,0.0002842796421
153898160,0.000284430329
154080720,0.0002848671033
154263280,0.0002856656983
154445840,0.0002864915981
154628400,0.0002867019219
154810960,0.0002865185898
154993520,0.0002864131448
155176080,0.0002866325297
155358640,0.0002872039296
155541200,0.00028796215
155723760,0.0002886229365
155906320,0.0002886806239
156088880,0.0002884411726
156271440,0.0002885031265
156454000,0.0002888448411
156636560,0.0002894881639
156819120,0.0002903461486
157001680,0.0002907759944
157184240,0.0002906150784
157366800,0.0002904545101
157549360,0.0002905832613
157731920,0.0002910471143
157914480,0.0002918452147
158097040,0.0002927483275
158279600,0.0002929698402
158462160,0.0002926513214
158644720,0.0002925146277
158827280,0.0002927225522
159009840,0.00029329422
159192400,0.0002942519412
159374960,0.0002951779537
159557520,0.0002952299539
159740080,0.00029475752
159922640,0.0002946483261
160105200,0.0002949288794
160287760,0.0002955511806
160470320,0.0002967046467
160652880,0.0002977014471
160835440,0.00029750426
161018000,0.0002969938511
161200560,0.0002968822513
161383120,0.0002972068962
161565680,0.0002979475237
161748240,0.0002991715497
161930800,0.0003002878128
162113360,0.0002999079127
162295920,0.0002992782238
162478480,0.0002992444182
162661040,0.0002995972354
162843600,0.0003003746781
163026160,0.0003017875914
163208720,0.0003028582166
163391280,0.0003023128453
163573840,0.0003017020332
163756400,0.0003016742413
163938960,0.0003020625003
164121520,0.0003029105815
164304080,0.0003043933723
164486640,0.0003054140108
164669200,0.0003047913736
164851760,0.0003041480905
165034320,0.0003041679343
165216880,0.0003045968069
165399440,0.000305459068
165582000,0.0003070207429
165764560,0.0003079912991
165947120,0.0003072212896
166129680,0.000306660411
166312240,0.0003067004796
166494800,0.0003071419144
166677360,0.0003080888147
166859920,0.0003096254872
167042480,0.0003104675506
167225040,0.0003096913863
167407600,0.0003091494977
167590160,0.0003092419809
167772720,0.0003097176221
167955280,0.0003106778737
168137840,0.0003122267106
168320400,0.0003128476413
168502960,0.0003120632678
168685520,0.0003116425047
168868080,0.0003117554764
169050640,0.0003122615532
169233200,0.000313275711
169415760,0.0003147007965
169598320,0.0003151093723
169780880,0.0003144185468
169963440,0.0003140651266
170146000,0.0003142381793
170328560,0.0003147915434
170511120,0.0003157981974
170693680,0.0003170754998
170876240,0.0003172824107
171058800,0.000316667119
171241360,0.0003164594439
171423920,0.0003166819542
171606480,0.0003172539303
171789040,0.0003183125561
171971600,0.0003193100024
172154160,0.0003193065057
172336720,0.0003188810102
172519280,0.0003187620645
172701840,0.0003190469638
172884400,0.0003197167197
173066960,0.0003206596641
173249520,0.0003214043335
173432080,0.0003212856609
173614640,0.0003209471471
173797200,0.0003210254114
173979760,0.000321389386
174162320,0.0003220984119
174344880,0.0003230125682
174527440,0.0003233422573
174710000,0.0003231695234
174892560,0.0003230507144
175075120,0.0003232085969
175257680,0.0003237518387
175440240,0.0003245121086
175622800,0.0003251806359
175805360,0.000325296429
175987920,0.0003250576839
176170480,0.0003251074566
176353040,0.0003254624892
176535600,0.0003260956228
176718160,0.0003269418019
176900720,0.0003273527046
177083280,0.0003271467498
177265840,0.0003270338811
177448400,0.0003271896035
177630960,0.0003276807957
177813520,0.0003285374212
177996080,0.0003293280005
178178640,0.0003294093955
178361200,0.0003291084534
178543760,0.0003290275962
178726320,0.0003293299639
178908880,0.0003300034326
179091440,0.0003310176248
179274000,0.0003317541273
179456560,0.000331495092
179639120,0.0003311229291
179821680,0.0003311648282
180004240,0.0003315728709
180186800,0.000332411592
180369360,0.0003336238773
180551920,0.0003341378747
180734480,0.0003336165545
180917040,0.0003332798292
181099600,0.000333411261
181282160,0.0003339280878
181464720,0.0003349553737
181647280,0.0003362856359
181829840,0.0003364929438
182012400,0.0003358017958
182194960,0.0003355375757
182377520,0.0003357647844
182560080,0.0003363898518
182742640,0.0003375662598
182925200,0.0003389790685
183107760,0.000338803939
183290320,0.0003380561637
183472880,0.0003379127343
183655440,0.0003382029062
183838000,0.0003389372429
184020560,0.0003403421193
184203120,0.0003415552633
184385680,0.0003411311324
184568240,0.0003404038788
184750800,0.0003403458252
184933360,0.0003407462107
185115920,0.0003415798631
185298480,0.0003431048155
185481040,0.0003441597159
185663600,0.000343387501
185846160,0.0003427985386
186028720,0.0003428622859
186211280,0.0003433131199
186393840,0.0003442997229
186576400,0.0003459173384
186758960,0.0003465058727
186941520,0.0003456949298
187124080,0.0003452323583
187306640,0.0003453811631
187489200,0.000345937242
187671760,0.000347034978
187854320,0.0003485825632
188036880,0.0003488098508
188219440,0.0003479476722
188402000,0.0003476894145
188584560,0.00034791744
188767120,0.0003485520858
188949680,0.0003497838216
189132240,0.000351096333
189314800,0.000350954126
189497360,0.0003502491053
189679920,0.0003501120548
189862480,0.0003504361242
190045040,0.000351178822
190227600,0.0003524397
190410160,0.0003534206393
190592720,0.0003530058762
190775280,0.0003524880824
190957840,0.0003525089205
191140400,0.0003529202072
191322960,0.0003537566253
191505520,0.0003549764633
191688080,0.0003554766533
191870640,0.000355009244
192053200,0.0003547230771
192235760,0.000354864739
192418320,0.0003553833306
192600880,0.0003563222766
192783440,0.0003572658997
192966000,0.0003573864942
193148560,0.0003570075359
193331120,0.0003569237781
193513680,0.0003572151395
193696240,0.0003578654053
193878800,0.0003587618358
194061360,0.0003593614145
194243920,0.0003592283409
194426480,0.000359011147
194609040,0.0003591318515
194791600,0.0003595758029
194974160,0.000360320716
195156720,0.0003610902688
195339280,0.0003612513308
195521840,0.0003610371686
195704400,0.0003610304552
195886960,0.0003613258419
196069520,0.0003619685317
196252080,0.0003627773467
196434640,0.0003632102561
196617200,0.0003630598907
196799760,0.0003629224092
196982320,0.0003631057865
197164880,0.0003636178301
197347440,0.000364441743
197530000,0.0003651907329
197712560,0.0003651887601
197895120,0.0003649135502
198077680,0.0003649231832
198260240,0.000365282053
198442800,0.0003660239601
198625360,0.0003670384961
198807920,0.0003674679254
198990480,0.0003671281868
199173040,0.0003668908166
199355600,0.0003670512922
199538160,0.0003675964472
199720720,0.0003685917863
199903280,0.0003696138338
200085840,0.0003696181478
200268400,0.0003691002075
200450960,0.0003689912323
200633520,0.0003693071013
200816080,0.0003700294906
200998640,0.0003712965264
201181200,0.0003721460949
201363760,0.0003716891718
201546320,0.0003711966043
201728880,0.0003712391443
201911440,0.000371699439
202094000,0.00037266648
202276560,0.0003740924773
202459120,0.0003745462643
202641680,0.000373766391
202824240,0.000373431423
203006800,0.0003736366616
203189360,0.000374232856
203371920,0.0003754625414
203554480,0.0003769255715
203737040,0.0003767266665
203919600,0.000375948148
204102160,0.0003758006847
204284720,0.00037612518
204467280,0.0003769219817
204649840,0.0003784008973
204832400,0.0003795073592
205014960,0.0003788754096
205197520,0.0003782162333
205380080,0.0003782560976
205562640,0.0003787268782
205745200,0.000379699794
205927760,0.0003813508223
206110320,0.0003818896684
