"Taylor2ndDerivative_time","Taylor2ndDerivative_energyChange"
176718160,0.9875400626
176900720,0.9875400803
177083280,0.987540072
177265840,0.9875399392
177448400,0.9875443608
177630960,0.9875692085
177813520,0.9875701178
177996080,0.987570042
178178640,0.9875702555
178361200,0.9875722333
178543760,0.9875727314
178726320,0.9875727862
178908880,0.9875728223
179091440,0.9875728514
179274000,0.9875728647
179456560,0.9875728256
179639120,0.987572679
179821680,0.9875898997
180004240,0.9876020705
180186800,0.9876026896
180369360,0.9876042227
180551920,0.9876043689
180734480,0.9876016099
180917040,0.9877718833
181099600,0.987784511
181282160,0.9877828798
181464720,0.9877825119
181647280,0.9877823628
181829840,0.9877821908
182012400,0.9877853568
182194960,0.9878067404
182377520,0.9878078634
182560080,0.9878123005
182742640,0.9878145921
182925200,0.987814563
183107760,0.9878145821
183290320,0.9878146113
183472880,0.9878146422
183655440,0.9878146703
183838000,0.9878146848
184020560,0.9878146472
184203120,0.9878145826
184385680,0.9878354357
184568240,0.9878414142
184750800,0.9878414616
184933360,0.9878414248
185115920,0.9878414132
185298480,0.9878469431
185481040,0.9878468477
185663600,0.9878468199
185846160,0.9878467752
186028720,0.9878466488
186211280,0.9878462513
186393840,0.9878445409
186576400,0.9878703741
186758960,0.988052485
186941520,0.988049956
187124080,0.9880493657
187306640,0.9880491856
187489200,0.9880491156
187671760,0.9880490476
187854320,0.9880507404
188036880,0.9880543955
188219440,0.9880543477
188402000,0.9880543852
188584560,0.988055153
188767120,0.9880565836
188949680,0.9880590519
189132240,0.9880805782
189314800,0.9880805602
189497360,0.9880805021
189679920,0.9880805075
189862480,0.9880805294
190045040,0.9880805541
190227600,0.9880805718
190410160,0.9880805505
190592720,0.988083359
190775280,0.9880879093
190957840,0.9880882595
191140400,0.9880881524
191322960,0.9880897161
191505520,0.9881116894
191688080,0.9881117017
191870640,0.9881115072
192053200,0.9881111847
192235760,0.9881099747
192418320,0.9881016042
192600880,0.9882907819
192783440,0.9882876753
192966000,0.9882882654
193148560,0.9882880881
193331120,0.9882888595
193513680,0.9882932576
193696240,0.988293554
193878800,0.9883162051
194061360,0.9883168073
194243920,0.9883167092
194426480,0.9883167029
194609040,0.988316736
194791600,0.9883170728
194974160,0.9883189085
195156720,0.9883192532
195339280,0.9883192958
195521840,0.9883193179
195704400,0.9883193172
195886960,0.9883192375
196069520,0.9883190045
196252080,0.9883433633
196434640,0.9883481186
196617200,0.9883479531
196799760,0.9883479827
196982320,0.9883490899
197164880,0.9883503088
197347440,0.9883503909
197530000,0.9883503993
197712560,0.9883503829
197895120,0.9883503199
198077680,0.9883501372
198260240,0.9883495358
198442800,0.9883462717
198625360,0.9885267235
198807920,0.9885475621
198990480,0.9885501465
199173040,0.9885531384
199355600,0.9885533812
199538160,0.9885533397
199720720,0.9885533256
199903280,0.9885533293
200085840,0.9885533418
200268400,0.9885533581
200450960,0.9885533733
200633520,0.9885533777
200816080,0.9885533394
200998640,0.9885531951
201181200,0.9885661179
201363760,0.9885786016
201546320,0.9885785634
201728880,0.9885784052
201911440,0.9885842683
202094000,0.9885841748
202276560,0.9885841649
202459120,0.9885841808
202641680,0.9885842022
202824240,0.9885842239
203006800,0.9885842439
203189360,0.9885842978
203371920,0.9885852535
203554480,0.9885863121
203737040,0.9886033762
203919600,0.9886094071
204102160,0.9886091881
204284720,0.9886090283
204467280,0.9886087028
204649840,0.9886075013
204832400,0.9886052508
205014960,0.9887910623
205197520,0.98878592
205380080,0.98878525
205562640,0.988786431
205745200,0.988787157
205927760,0.9887870876
206110320,0.9887869011
206292880,0.9888048319
206475440,0.9888099797
206658000,0.9888098147
206840560,0.9888097801
207023120,0.9888097833
207205680,0.9888097969
207388240,0.9888098117
207570800,0.9888099318
207753360,0.9888155826
207935920,0.9888177609
208118480,0.9888177409
208301040,0.9888177319
208483600,0.9888176795
208666160,0.9888174945
208848720,0.9888315915
209031280,0.9888404941
209213840,0.9888403156
209396400,0.9888402768
209578960,0.9888402919
209761520,0.9888405677
209944080,0.9888423043
210126640,0.9888426711
210309200,0.9888426847
210491760,0.9888426491
210674320,0.9888424785
210856880,0.98884804
211039440,0.988847638
211222000,0.9888462789
211404560,0.9888428314
211587120,0.9890451071
211769680,0.9890402278
211952240,0.9890397321
212134800,0.9890412031
212317360,0.9890414111
212499920,0.9890413941
212682480,0.9890413887
212865040,0.9890413935
213047600,0.9890414031
213230160,0.9890414121
213412720,0.9890414113
213595280,0.9890413699
213777840,0.9890411433
213960400,0.9890471034
214142960,0.9890688902
214325520,0.9890711818
214508080,0.9890713675
214690640,0.9890713627
214873200,0.9890713729
215055760,0.989071391
215238320,0.9890714118
215420880,0.9890714335
215603440,0.9890714548
215786000,0.9890714745
215968560,0.9890714901
216151120,0.9890715007
216333680,0.9890716645
216516240,0.9890731125
216698800,0.989083636
216881360,0.9890959798
217063920,0.9891011611
217246480,0.9891012982
217429040,0.9891012025
217611600,0.9891011144
217794160,0.9891009285
217976720,0.9891003595
218159280,0.9890972597
218341840,0.9892677775
218524400,0.9892704664
218706960,0.9892703627
218889520,0.9892706132
219072080,0.9892704098
219254640,0.9892703163
219437200,0.9892906143
219619760,0.9892924
219802320,0.9892922352
219984880,0.989292146
220167440,0.989292814
220350000,0.9892976303
220532560,0.9892975556
220715120,0.9892976381
220897680,0.9892988992
221080240,0.9892998364
221262800,0.9892999014
221445360,0.9892999126
221627920,0.9892998935
221810480,0.9892997767
221993040,0.9893004798
222175600,0.9893215116
222358160,0.9893217784
222540720,0.9893216732
222723280,0.9893216576
222905840,0.9893217052
223088400,0.9893225612
223270960,0.9893237903
223453520,0.9893274046
223636080,0.9893293408
223818640,0.9893292872
224001200,0.9893292768
224183760,0.9893292606
224366320,0.9893292068
224548880,0.9893290287
224731440,0.9893301607
224914000,0.9893505624
225096560,0.9893500746
225279120,0.9893473963
225461680,0.9895121441
225644240,0.9895197262
225826800,0.9895180904
226009360,0.9895177035
226191920,0.9895175633
226374480,0.9895174929
226557040,0.9895174013
226739600,0.9895196245
226922160,0.9895227776
227104720,0.9895226628
227287280,0.9895225021
227469840,0.9895245686
227652400,0.9895464624
227834960,0.989546981
228017520,0.9895469218
228200080,0.9895469106
228382640,0.9895469193
228565200,0.9895469349
228747760,0.9895469531
228930320,0.9895469722
229112880,0.9895469911
229295440,0.9895470086
229478000,0.9895470234
229660560,0.9895470577
229843120,0.9895477007
230025680,0.9895487777
230208240,0.9895556079
230390800,0.9895764252
230573360,0.9895764275
230755920,0.9895763152
230938480,0.9895762911
