"SemiImplicitEulerMethod_time","SemiImplicitEulerMethod_energyChange"
0,0
182640,0.0007859237956
365200,0.00165284289
547760,0.001144818773
730320,0.0002204938921
912880,0.0003882850747
1095440,0.001504046172
1278000,0.001710752535
1460560,0.0007402440426
1643120,0.0001364676542
1825680,0.0009137861866
2008240,0.001832602318
2190800,0.001336144328
2373360,0.0001973849734
2555920,0.0001527203593
2738480,0.001426482286
2921040,0.001906920396
3103600,0.0009255791706
3286160,9.813535757e-05
3468720,0.0007811666234
3651280,0.001916409448
3833840,0.001644190174
4016400,0.0005137325076
4198960,0.0002536905929
4381520,0.001261481945
4564080,0.001810820182
4746640,0.001069613519
4929200,0.0002316003692
5111760,0.0006674326741
5294320,0.001758592567
5476880,0.001677109298
5659440,0.0006389685664
5842000,0.0003330538928
6024560,0.001354274123
6207120,0.001966559405
6389680,0.001117990655
6572240,0.0001226632574
6754800,0.0005608676851
6937360,0.001757050259
7119920,0.001717942942
7302480,0.0006258477271
7485040,0.0001771927254
7667600,0.001171074292
7850160,0.002041011995
8032720,0.001413123104
8215280,0.000330802355
8397840,0.0004219747341
8580400,0.001528666837
8762960,0.001749009828
8945520,0.0007255993653
9128080,5.402387923e-05
9310640,0.0008547405082
9493200,0.001797288656
9675760,0.001333351306
9858320,0.0003396391625
10040880,0.0004298517403
10223440,0.00152385858
10406000,0.001744193072
10588560,0.0007063144668
10771120,9.622384418e-06
10953680,0.0007399310925
11136240,0.001686907517
11318800,0.001258841246
11501360,0.0001376942606
11683920,7.151732935e-05
11866480,0.001290915003
12049040,0.001796663367
12231600,0.0008422315914
12414160,5.439012202e-05
12596720,0.0004641266081
12779280,0.001551205957
12961840,0.001345032875
13144400,0.0001862284867
13326960,0.0001506388424
13509520,0.0008661098196
13692080,0.001524210226
13874640,0.000792151173
14057200,7.926361272e-05
14239760,0.0003631254277
14422320,0.001448243215
14604880,0.001290338674
14787440,0.0001955476801
14970000,0.0001586290467
15152560,0.0007747746496
15335120,0.001406315133
15517680,0.0006423715765
15700240,0.0003131407953
15882800,5.085664765e-05
16065360,0.00126383729
16247920,0.001349227526
16430480,0.0002601995392
16613040,0.0003250793748
16795600,0.0005909409496
16978160,0.001527848154
17160720,0.000886808299
17343280,0.000257446346
17525840,0.0001916127974
17708400,0.0009840980452
17890960,0.001260615718
18073520,0.0002931361577
18256080,0.0003101439267
18438640,0.0004644745356
18621200,0.001354888258
18803760,0.0009217602368
18986320,5.897355556e-05
19168880,8.88167557e-05
19351440,0.0009555573604
19534000,0.001266836546
19716560,0.0003029823815
19899120,0.0004369867613
20081680,0.0003002666342
20264240,0.001400922176
20446800,0.001049836198
20629360,0.0001003468392
20811920,0.0002136764062
20994480,0.001023864465
21177040,0.001531659668
21359600,0.0005794294379
21542160,0.0003460611977
21724720,0.0001417647369
21907280,0.001260906744
22089840,0.001158812284
22272400,9.800581504e-05
22454960,0.00025151947
22637520,0.000750677772
22820080,0.001480286413
23002640,0.0008293036916
23185200,8.462742616e-05
23367760,0.000267018899
23550320,0.001335315695
23732880,0.00125149633
23915440,0.0001898877002
24098000,0.0001737837327
24280560,0.0008167056038
24463120,0.001532144182
24645680,0.0008202770149
24828240,0.0001469347925
25010800,0.0002207206424
25193360,0.001454410285
25375920,0.001559772184
25558480,0.0004447768707
25741040,0.0001868802135
25923600,0.000708768976
26106160,0.001681211237
26288720,0.001123621841
26471280,9.618469627e-07
26653840,4.692185299e-05
26836400,0.001250337239
27018960,0.001655070447
27201520,0.0007385727111
27384080,4.265637823e-05
27566640,0.0007167820089
27749200,0.001662922376
27931760,0.001306237407
28114320,0.0002826914604
28296880,0.0002002806934
28479440,0.001251182008
28662000,0.001629777975
28844560,0.0007045211016
29027120,4.106961248e-06
29209680,0.0007447876524
29392240,0.00181867407
29574800,0.00147977281
29757360,0.0003607932408
29939920,0.0002168105713
30122480,0.001360625426
30305040,0.001903288598
30487600,0.001001427526
30670160,5.025315284e-05
30852720,0.0004946560891
31035280,0.00169329333
31217840,0.001682709715
31400400,0.0005706273366
31582960,0.0001561667099
31765520,0.001186202137
31948080,0.001967464397
32130640,0.001266583249
32313200,0.0002936935225
32495760,0.0005862417489
32678320,0.001653474301
32860880,0.001625290629
33043440,0.0005998682829
33226000,0.0002211811835
33408560,0.001136482131
33591120,0.001908719377
33773680,0.001302172939
33956240,0.0003344423333
34138800,0.0005715542637
34321360,0.001756517157
34503920,0.001891086942
34686480,0.000762838024
34869040,6.323838745e-05
35051600,0.0009088071442
35234160,0.001937350631
35416720,0.001400922063
35599280,0.0002859722978
35781840,0.0003308424612
35964400,0.001536683408
36146960,0.001925799819
36329520,0.0009921131644
36512080,0.0002489715368
36694640,0.0008594237421
36877200,0.001787675366
37059760,0.001418146527
37242320,0.0003844470954
37424880,0.0002234461359
37607440,0.001283765261
37790000,0.001759164876
37972560,0.0008835205412
38155120,0.000112760231
38337680,0.0007602508999
38520240,0.001828834604
38702800,0.00151507092
38885360,0.0003355152236
39067920,4.932014161e-05
39250480,0.001170234557
39433040,0.001752245364
39615600,0.0008850664245
39798160,8.194871126e-05
39980720,0.0003539789629
40163280,0.001573718366
40345840,0.001574527772
40528400,0.0004774204241
40710960,1.621159178e-05
40893520,0.0009308888315
41076080,0.001628884047
41258640,0.0009676553287
41441200,5.147356302e-05
41623760,0.0001534564377
41806320,0.001239228999
41988880,0.001324057896
42171440,0.0003357936004
42354000,0.0001279790005
42536560,0.0007901176312
42719120,0.001622130662
42901680,0.0009757711992
43084240,0.0001121772829
43266800,7.883943829e-05
43449360,0.001234901776
43631920,0.001379035444
43814480,0.0002758482593
43997040,0.0004042661749
44179600,0.0004386362136
44362160,0.001467530878
44544720,0.001035031566
44727280,4.985421516e-05
44909840,0.0001131699041
45092400,0.0009893212454
45274960,0.001453113292
45457520,0.0005157852654
45640080,0.0003297948419
45822640,0.0002278359304
46005200,0.001246488957
46187760,0.0009737929801
46370320,7.199074827e-05
46552880,0.0001765961542
46735440,0.0009495192393
46918000,0.001422089184
47100560,0.0005138656701
47283120,0.0002643994426
47465680,0.000307429968
47648240,0.001329143975
47830800,0.001067207311
48013360,6.85147841e-05
48195920,0.0003754950713
48378480,0.0007169640714
48561040,0.001449499032
48743600,0.0006831461891
48926160,0.000312500754
49108720,6.042271628e-05
49291280,0.001329211032
49473840,0.001370271835
49656400,0.0002358169653
49838960,0.0002890339244
50021520,0.0006091169033
50204080,0.001386231724
50386640,0.0007744502724
50569200,0.0001666203826
50751760,6.832210218e-05
50934320,0.001164188026
51116880,0.001289129675
51299440,0.0003416990059
51482000,0.0001427294423
51664560,0.000703933687
51847120,0.001536350987
52029680,0.0009282353538
52212240,0.0001494489198
52394800,9.654765875e-06
52577360,0.001220724139
52759920,0.001479793659
52942480,0.0004228922796
53125040,0.0002771580075
53307600,0.0005685296767
53490160,0.00167713005
53672720,0.001267704273
53855280,0.0001275964544
54037840,1.674973706e-05
54220400,0.001094303416
54402960,0.001595047595
54585520,0.0007124773591
54768080,0.0001292738499
54950640,0.0004145151243
55133200,0.001475598434
55315760,0.001286578199
55498320,0.0003076427131
55680880,0.0001414500179
55863440,0.001182958778
56046000,0.001682125758
56228560,0.0008480256969
56411120,3.246945043e-05
56593680,0.0005520137624
56776240,0.001614356865
56958800,0.001422865776
57141360,0.0002945543927
57323920,3.121656101e-05
57506480,0.001124304464
57689040,0.001888502695
57871600,0.001100681922
58054160,7.479865218e-05
58236720,0.0004344099717
58419280,0.001666801433
58601840,0.001708872936
58784400,0.0005902420191
58966960,3.718995304e-05
59149520,0.0009141841421
59332080,0.001759848138
59514640,0.001260460816
59697200,0.0002924727304
59879760,0.0004314240563
60062320,0.001550659008
60244880,0.001779019102
60427440,0.0008144252582
60610000,0.0002179648056
60792560,0.001008538932
60975120,0.001863409406
61157680,0.001283772505
61340240,0.0001961332997
61522800,0.0003407623826
61705360,0.001567030603
61887920,0.00185066997
62070480,0.0008482244333
62253040,0.000160552596
62435600,0.0009340585383
62618160,0.001985991239
62800720,0.001608560814
62983280,0.0004577979083
63165840,0.0002483032006
63348400,0.001324453607
63530960,0.001892943616
63713520,0.001027111726
63896080,0.0001343745019
64078640,0.0006787477888
64261200,0.00180870914
64443760,0.001642159126
64626320,0.0005854387906
64808880,0.0003468058368
64991440,0.00134893656
65174000,0.001861173659
65356560,0.001006120734
65539120,0.000140128146
65721680,0.0006089430072
65904240,0.001682929736
66086800,0.001585273211
66269360,0.0005059084168
66451920,0.0001467735647
66634480,0.001217862674
66817040,0.00199140339
66999600,0.001220243817
67182160,0.0001349439336
67364720,0.0003571995654
67547280,0.001544575491
67729840,0.001644058767
67912400,0.0005266572006
68094960,6.120598377e-05
68277520,0.0008141784245
68460080,0.001724140527
68642640,0.001221770977
68825200,0.0002255083056
69007760,0.0003319155433
69190320,0.001419261058
69372880,0.001584288921
69555440,0.0005709605305
69738000,6.214559714e-05
69920560,0.0006582584821
70103120,0.001544521693
70285680,0.001046930625
70468240,3.67115069e-06
70650800,6.474024412e-05
70833360,0.001260271806
71015920,0.001613893648
71198480,0.0006056098238
71381040,0.0002166534627
71563600,0.000448712802
71746160,0.001538066401
71928720,0.001165269939
72111280,2.360369685e-05
72293840,0.0002558068029
72476400,0.0008763814256
72658960,0.001488480214
72841520,0.000665385761
73024080,0.000182621085
73206640,0.0003209794328
73389200,0.001356286399
73571760,0.001180847505
73754320,0.0001417978623
73936880,0.0002110873926
74119440,0.0007201446321
74302000,0.001313670719
74484560,0.0005546483371
74667120,0.0003426557764
74849680,0.0001023858406
75032240,0.0012950938
75214800,0.001252237535
75397360,0.0001119390008
75579920,0.0003161970445
75762480,0.0007511944892
75945040,0.001502287896
76127600,0.0007379432744
76310160,0.0003378714195
76492720,0.0001186187185
76675280,0.00107559211
76857840,0.001267789006
77040400,0.0002651798592
77222960,0.0003334652663
77405520,0.0004686091789
77588080,0.001409074524
77770640,0.0009832119094
77953200,7.862771105e-05
78135760,7.449036087e-05
78318320,0.001010046358
78500880,0.00126420703
78683440,0.0002881597246
78866000,0.0003351199523
79048560,0.0004738845729
79231120,0.001430504242
79413680,0.0009674326645
79596240,7.94775572e-05
79778800,1.409377045e-05
79961360,0.001144404659
80143920,0.001516326921
80326480,0.0005237618356
80509040,0.0003316920297
80691600,0.0002886591127
80874160,0.001431602027
81056720,0.001194296127
81239280,4.208190797e-05
81421840,0.0002212172162
81604400,0.0009177471312
81786960,0.00163419737
81969520,0.0008448173409
82152080,6.991309864e-05
82334640,0.0003397856848
82517200,0.001395755482
82699760,0.001307076726
82882320,0.0002907123981
83064880,5.265792116e-05
83247440,0.0008860060224
83430000,0.00154381724
83612560,0.0008355523962
83795120,2.40133304e-05
83977680,0.0004108086201
84160240,0.001566510974
84342800,0.001522657377
84525360,0.0004007359225
84707920,5.180496197e-05
84890480,0.0009515585941
85073040,0.001762513095
85255600,0.001069168085
85438160,4.172368704e-06
85620720,0.0001807432268
85803280,0.001450597064
85985840,0.001752556075
86168400,0.0007259151763
86350960,3.641896921e-05
86533520,0.0008199662949
86716080,0.00182045303
86898640,0.001379671565
87081200,0.0002873281596
87263760,0.0002489641132
87446320,0.001338673477
87628880,0.001654468057
87811440,0.0007539910521
87994000,0.0001468984334
88176560,0.0008626478956
88359120,0.001817648716
88541680,0.001454195153
88724240,0.0004330376275
88906800,0.0003725735024
89089360,0.001477987993
89271920,0.001904556123
89454480,0.0009355236067
89637040,3.802110677e-05
89819600,0.0006417131994
90002160,0.001863347737
90184720,0.001644184531
90367280,0.0004847561131
90549840,0.0002215373595
90732400,0.001356080823
90914960,0.002030127347
91097520,0.00122937335
91280080,0.0002805123461
91462640,0.0006241755877
91645200,0.001676737206
91827760,0.001638631495
92010320,0.0006471373144
92192880,0.0002161139716
92375440,0.001147501434
92558000,0.001918786542
92740560,0.001273406992
92923120,0.0003308398639
93105680,0.0006551831766
93288240,0.00178834688
93470800,0.001769625961
93653360,0.0006223705702
93835920,7.082372904e-05
94018480,0.001044815959
94201040,0.001885583601
94383600,0.001261234242
94566160,0.0002080914439
94748720,0.0003589105468
94931280,0.001591639124
95113840,0.00189627418
95296400,0.0008738985182
95478960,0.0001294220052
95661520,0.0008185956374
95844080,0.001756057921
96026640,0.001354842476
96209200,0.0002328247392
96391760,0.0001414127545
96574320,0.00124627403
96756880,0.001649635789
96939440,0.0007687743999
97122000,7.353955414e-05
97304560,0.000735219837
97487120,0.001709632772
97669680,0.001322056451
97852240,0.0001814309533
98034800,5.093512371e-05
98217360,0.001124581926
98399920,0.001592550161
98582480,0.0006645331219
98765040,0.0002195022396
98947600,0.0003696848507
99130160,0.001564136809
99312720,0.001405939045
99495280,0.0002621383452
99677840,0.0001175572231
99860400,0.0008636229565
100042960,0.001583312632
