"0 AU, 30 km/s","25 AU, 30 km/s","50 AU, 30 km/s","75 AU, 30 km/s","100 AU, 30 km/s","125 AU, 30 km/s","150 AU, 30 km/s","175 AU, 30 km/s","200 AU, 30 km/s"
"0 AU, 40 km/s","25 AU, 40 km/s","50 AU, 40 km/s","75 AU, 40 km/s","100 AU, 40 km/s","125 AU, 40 km/s","150 AU, 40 km/s","175 AU, 40 km/s","200 AU, 40 km/s"
