"LeapfrogAdaptive_time","LeapfrogAdaptive_energyChange"
0,0
185600,3.217067123e-06
369600,0.0002298258666
553600,0.0002073609463
737600,3.821999374e-05
921600,0.000271041377
1105600,9.756712165e-05
1289600,7.744423987e-06
1473600,0.0002960363639
1657600,5.600598576e-05
1841600,4.439926466e-05
2025600,0.000242748184
2209600,6.313233007e-05
2393600,0.0001133790745
2577600,0.0001620682073
2761600,0.0001175806872
2945600,0.0002116120221
3129600,0.0001016385753
3313600,0.0001380801495
3497600,0.0001970856382
3681600,8.026939546e-05
3865600,4.337907852e-05
4049600,0.0001990342839
4233600,0.0001380874086
4417600,9.99700778e-05
4601600,0.0001866646666
4785600,0.0001290691719
4969600,0.0001943826666
5153600,0.0001172625198
5337600,1.865559306e-05
5521600,0.0002464345808
5705600,7.610767368e-06
5889600,3.197099098e-05
6073600,0.0002869016231
6257600,2.980568497e-06
6441600,0.0001500794977
6625600,0.000287725199
6809600,3.786396769e-05
6993600,0.0001969275786
7177600,0.0001877238414
7361600,3.18040172e-06
7545600,0.0002705878305
7729600,0.0001276298309
7913600,3.39552788e-05
8097600,0.0002714173015
8281600,8.979525832e-06
8465600,3.761568426e-07
8649600,0.0002282986542
8833600,5.538588949e-05
9017600,0.0001318621881
9201600,0.0001826785784
9385600,0.0001702054865
9569600,0.0001606166482
9753600,5.207087413e-05
9937600,0.0001463004231
10121600,0.0002051586425
10305600,4.256415243e-05
10489600,1.89957517e-05
10673600,0.0002239477727
10857600,0.0001244049872
11041600,0.0001275024136
11225600,0.0002227019132
11409600,6.892998019e-05
11593600,0.0001853252998
11777600,0.0001318133866
11961600,3.030840162e-05
12145600,0.0002600638558
12329600,5.427996466e-05
12513600,7.367674091e-05
12697600,0.0003208376985
12881600,4.659899986e-05
13065600,0.0001119027792
13249600,0.0002864545793
13433600,4.047034171e-05
13617600,0.0001897772761
13801600,0.0002166705271
13985600,4.019327715e-05
14169600,0.0002218002796
14353600,8.887443605e-05
14537600,8.754642685e-05
14721600,0.0002655915019
14905600,4.801211878e-05
15089600,9.023844185e-06
15273600,0.0002356926476
15457600,0.0001036289105
15641600,7.142866158e-05
15825600,0.0001565020309
16009600,0.0001824277164
16193600,0.0001555604486
16377600,8.56029708e-05
16561600,0.0001475347647
16745600,0.0002040082646
16929600,3.629404164e-05
17113600,1.616439292e-05
17297600,0.0002564873457
17481600,5.959017955e-05
17665600,0.0001151205664
17849600,0.000244401968
18033600,6.783660699e-05
18217600,0.0001834818304
18401600,0.0001615641822
18585600,8.528702024e-06
18769600,0.0002614084333
18953600,8.590879927e-05
19137600,4.626056477e-05
19321600,0.0003292011348
19505600,9.012590562e-05
19689600,0.0001095764576
19873600,0.000297870321
20057600,1.229736423e-05
20241600,0.0001083874047
20425600,0.0001731843953
20609600,8.782709399e-05
20793600,0.0002196686007
20977600,0.0001315016995
21161600,8.873618e-05
21345600,0.0002463138775
21529600,8.465840627e-06
21713600,4.810618067e-05
21897600,0.0002082828111
22081600,0.0001114044726
22265600,6.091189845e-05
22449600,0.0001764813978
22633600,0.0001985892809
22817600,0.0001382826061
23001600,7.864803943e-05
23185600,0.0001079366535
23369600,0.0002231529644
23553600,1.815715136e-05
23737600,2.768152056e-05
23921600,0.0002759595403
24105600,4.062728276e-05
24289600,0.0001197063329
24473600,0.0002622133541
24657600,2.660861174e-05
24841600,0.0001584566189
25025600,0.0001639843601
25209600,2.104107379e-06
25393600,0.0002819544536
25577600,0.0001433880949
25761600,6.477127558e-05
25945600,0.0003215219679
26129600,7.570177926e-05
26313600,1.36639611e-05
26497600,0.0002449437143
26681600,2.752691108e-05
26865600,0.0001095100965
27049600,0.0001948132443
27233600,0.0001088772953
27417600,0.0001934916265
27601600,9.519227986e-05
27785600,0.000134351246
27969600,0.000215869289
28153600,2.786618822e-06
28337600,5.145790382e-05
28521600,0.0002065438367
28705600,0.0001500205696
28889600,5.143960811e-05
29073600,0.0001695000836
29257600,0.000164176668
29441600,0.0001596563945
29625600,0.0001103326875
29809600,7.020150286e-05
29993600,0.0002430099577
30177600,4.238144426e-05
30361600,7.137931032e-05
30545600,0.0002995956145
30729600,4.732754824e-06
30913600,8.035580461e-05
31097600,0.0002466122477
31281600,2.382973709e-05
31465600,0.0001922336845
31649600,0.0002111124705
31833600,4.228762866e-05
32017600,0.0002753324635
32201600,0.0001379624066
32385600,2.162887709e-05
32569600,0.00027918523
32753600,5.71465582e-05
32937600,4.295155984e-06
33121600,0.000244141849
33305600,6.838945595e-05
33489600,8.691709932e-05
33673600,0.0001646764238
33857600,0.0001434465337
34041600,0.0001859371126
34225600,0.0001065969622
34409600,0.0001431376204
