7.636793525,-6.245995071,-0.2195595287
7.701722584,-6.160356665,-0.2231416392
7.765705463,-6.073960492,-0.2266954114
7.828733529,-5.986816324,-0.2302203845
7.890798186,-5.898933989,-0.2337160956
7.951890878,-5.810323378,-0.2371820802
8.012003091,-5.720994455,-0.2406178726
8.071126329,-5.630957266,-0.2440230061
8.129252095,-5.540221965,-0.2473970123
8.186371891,-5.448798893,-0.2507394245
8.242477297,-5.35669864,-0.2540497829
8.297560104,-5.263932014,-0.2573276424
8.351612352,-5.17050991,-0.2605725713
8.404626255,-5.076443212,-0.2637841443
8.456594106,-4.981742803,-0.2669619363
8.507508242,-4.88641962,-0.2701055205
8.55736106,-4.790484682,-0.273214469
8.606145019,-4.693949101,-0.2762883532
8.653852645,-4.596824078,-0.2793267433
8.70047651,-4.499120912,-0.2823292081
8.746009208,-4.400851032,-0.2852953139
8.790443366,-4.302026078,-0.2882246272
8.83377174,-4.202657968,-0.2911167218
8.87598737,-4.102758854,-0.293971186
8.917083628,-4.002340958,-0.2967876228
8.957054135,-3.901416455,-0.2995656432
8.995892664,-3.799997456,-0.3023048613
9.033593076,-3.698096036,-0.3050048918
9.070149294,-3.595724258,-0.3076653504
9.105555277,-3.492894194,-0.3102858533
9.139805003,-3.389617946,-0.3128660165
9.172892431,-3.285907679,-0.3154054546
9.204811475,-3.181775682,-0.3179037788
9.235556021,-3.077234481,-0.3203605998
9.26512005,-2.972296931,-0.3227755344
9.293497809,-2.86697617,-0.3251482145
9.320683878,-2.761285471,-0.3274782866
9.346673113,-2.655238124,-0.3297654066
9.371460573,-2.548847415,-0.3320092353
9.395041473,-2.442126631,-0.3342094363
9.417411177,-2.335089075,-0.3363656759
9.438565183,-2.22774806,-0.3384776222
9.458499105,-2.1201169,-0.3405449443
9.477208635,-2.012208904,-0.3425673101
9.49468948,-1.904037414,-0.3445443848
9.510937342,-1.79561591,-0.3464758316
9.525948012,-1.686958108,-0.3483613208
9.539717519,-1.578077926,-0.3502005373
9.552242163,-1.468989364,-0.3519931814
9.563518467,-1.359706426,-0.3537389643
9.573543111,-1.250243113,-0.3554376038
9.582312909,-1.140613452,-0.3570888225
9.589824808,-1.030831505,-0.3586923471
9.596075899,-0.9209113709,-0.3602479081
9.601063401,-0.810867162,-0.3617552378
9.604784627,-0.7007129936,-0.3632140678
9.607236911,-0.5904630213,-0.3646241261
9.608417593,-0.4801315582,-0.3659851385
9.608324125,-0.3697331833,-0.3672968364
9.606954234,-0.2592827093,-0.368558966
9.604305984,-0.148795057,-0.3697712884
9.600377742,-0.03828515996,-0.3709335767
9.595168132,0.07223207275,-0.3720456127
9.588676,0.18274177,-0.3731071854
9.580900393,0.2932291097,-0.3741180903
9.571840534,0.4036793378,-0.3750781289
9.561495783,0.5140777903,-0.3759871065
9.549865558,0.6244098986,-0.376844829
9.53694924,0.7346611257,-0.3776510988
9.522746145,0.844816812,-0.3784057152
9.507255638,0.9548620373,-0.3791084831
9.490477302,1.064781633,-0.3797592208
9.472411021,1.174560285,-0.3803577617
9.453056968,1.284182616,-0.3809039514
9.432415584,1.393633228,-0.3813976458
9.410487558,1.502896711,-0.3818387091
9.387273827,1.611957665,-0.3822270143
9.362775569,1.720800725,-0.3825624418
9.336994189,1.829410604,-0.3828448777
9.309931248,1.93777213,-0.3830742098
9.281588361,2.045870217,-0.3832503223
9.251967149,2.153689728,-0.3833730965
9.22106934,2.261215367,-0.3834424192
9.188896896,2.368431696,-0.3834581902
9.155452063,2.475323226,-0.3834203243
9.120737347,2.581874484,-0.3833287492
9.084755472,2.688070029,-0.3831834044
9.047509366,2.793894444,-0.3829842396
9.009002163,2.899332333,-0.3827312144
8.969237218,3.004368333,-0.3824242983
8.9282181,3.10898716,-0.382063468
8.885948536,3.213173658,-0.381648703
8.842432294,3.316912764,-0.3811799792
8.797673138,3.420189369,-0.3806572694
8.75167493,3.522988198,-0.3800805508
8.704441763,3.625293817,-0.3794498127
8.655978026,3.727090706,-0.3787650582
8.606288411,3.828363327,-0.3780263037
8.555377905,3.929096153,-0.3772335776
8.50325179,4.029273696,-0.37638692
8.449915643,4.128880532,-0.375486383
8.395375351,4.227901351,-0.3745320304
8.339637077,4.326321029,-0.3735239364
8.282707161,4.424124701,-0.3724621791
8.224591967,4.521297719,-0.3713468342
8.165297808,4.61782549,-0.3701779745
8.10483102,4.713693337,-0.368955677
8.043198091,4.808886467,-0.3676800292
7.980405731,4.903390017,-0.3663511318
7.916460894,4.997189093,-0.3649690982
7.851370792,5.090268793,-0.3635340539
7.785142906,5.182614228,-0.3620461365
7.717785009,5.27421054,-0.3605054967
7.649305197,5.365042949,-0.3589122985
7.579711879,5.455096836,-0.3572667176
7.509013703,5.544357827,-0.3555689351
7.437219404,5.632811776,-0.3538191296
7.364337742,5.720444628,-0.3520174771
7.290377579,5.807242304,-0.3501641573
7.215347976,5.893190707,-0.3482593595
7.139258242,5.978275769,-0.3463032852
7.062117932,6.062483496,-0.344296148
6.983936837,6.145799989,-0.3422381742
6.904724967,6.22821145,-0.3401296024
6.824492568,6.309704173,-0.3379706852
6.743250153,6.390264571,-0.33576169
6.661008509,6.46987925,-0.3335028976
